symbol,stock,percentage,ownership_count,hold_price,max_percentage,current_price,_52_week_low,percentage_above_52_week_low,_52_week_high
UNFI,United Natural Foods,0.028,2,$26.35,2.14,$20.23,$19.62,3.11,$48.26
APD,Air Products & Chemicals,0.028,1,,2.18,$286.14,$214.87,33.17,$324.81
UOVEY,United Overseas Bank Ltd.,0.028,1,,2.12,$41.80,$35.28,18.48,$47.09
MRNA,Moderna Inc.,0.028,1,,2.17,$118.50,$115.03,3.02,$217.25
PCAR,PACCAR Inc.,0.028,1,,2.15,$78.46,$49.07,59.89,$80.15
IVT,Inventrust Properties Corp,0.028,1,,2.17,$22.87,$20.44,11.89,$29.37
DPSGY,Deutsche Post AG,0.028,1,,2.19,$47.48,$28.66,65.67,$48.69
WMT,Walmart Inc.,0.027,5,$147.38,1.22,$155.45,$117.99,31.75,$158.62
CARR,Carrier Global Corp.,0.027,4,$45.75,1.17,$48.04,$32.55,47.59,$48.76
BX,Blackstone Group,0.027,3,$87.84,1.37,$87.89,$70.40,24.84,$107.96
AMGN,Amgen,0.027,2,$241.75,1.61,$227.14,$211.71,7.29,$286.63
SRG,Seritage Growth Properties,0.027,2,$7.87,2.04,$8.25,$4.90,68.37,$14.52
RCKT,Rocket Pharmaceuticals Inc.,0.027,2,$17.13,1.94,$20.70,$11.78,75.72,$24.53
CCAP,Crescent Capital BDC Inc.,0.027,2,$13.62,2.03,$14.53,$11.79,23.24,$16.64
CIEN,Ciena Corp.,0.027,2,$52.52,2.11,$41.03,$38.33,7.04,$56.38
AU,AngloGold Ashanti Ltd.,0.027,2,$24.19,1.85,$22.54,$11.83,90.53,$30.27
MTG,MGIC Investment,0.027,2,$13.42,1.84,$15.23,$11.88,28.20,$16.07
VOYA,Voya Financial Inc.,0.027,1,,2.05,$69.64,$55.70,25.03,$77.67
JDEPF,JDE Peets NV,0.027,1,,2.07,$26.95,$26.45,1.89,$31.77
SAIC,Science Applications International Corp.,0.027,1,,2.05,$107.40,$86.97,23.49,$117.13
CNC,Centene Corp.,0.027,1,,2.06,$66.31,$61.34,8.10,$98.53
BBIO,BridgeBio Pharma Inc.,0.027,1,,2.08,$15.65,$6.55,138.93,$19.95
CTOS,Custom Truck One Source Inc.,0.019,1,,1.46,$6.65,$4.76,39.71,$7.64
BZ,Kanzhun Ltd,0.019,1,,1.48,$14.73,$9.74,51.23,$28.99
UMBF,UMB Financial Corp.,0.019,1,,1.47,$57.39,$50.10,14.55,$96.78
FR,First Industrial Realty Trust Inc.,0.019,1,,1.44,$50.06,$42.38,18.12,$55.17
DELL,Dell Technologies Inc.,0.018,3,$40.21,0.61,$50.88,$32.04,58.80,$51.66
HP,Helmerich & Payne,0.018,2,$35.75,1.41,$33.60,$30.16,11.41,$53.72
LYV,Live Nation Inc.,0.018,2,$70.00,1.38,$87.73,$64.25,36.54,$99.66
CRH,CRH plc,0.018,2,$50.87,1.36,$53.46,$30.55,74.99,$54.47
RNR,RenaissanceRe Holdings Ltd.,0.018,2,$200.34,1.35,$187.86,$123.12,52.58,$222.90
AMP,Ameriprise Financial Inc.,0.018,2,$306.50,1.36,$317.07,$216.27,46.61,$355.75
CBL,CBL & Associates Pptys Inc.,0.018,1,,1.40,$21.55,$19.22,12.12,$28.56
PRA,ProAssurance Corp.,0.018,1,,1.40,$14.71,$11.87,23.93,$24.30
FMC,FMC Corp.,0.018,1,,1.36,$105.73,$96.84,9.18,$133.11
REYN,Reynolds Consumer Products Inc.,0.018,1,,1.36,$28.17,$25.09,12.28,$31.71
BILL,Bill.com Holdings,0.018,1,,1.37,$108.22,$68.30,58.45,$179.85
HWM,Howmet Aerospace Inc.,0.018,1,,1.35,$46.34,$29.94,54.78,$47.31
BLND,Blend Labs Inc.,0.018,1,,1.36,$0.87,$0.53,64.15,$3.82
OKTA,Okta Inc. ,0.018,1,,1.36,$69.19,$44.12,56.82,$110.94
BALL,Ball Corp.,0.017,3,$54.31,1.29,$55.81,$45.49,22.69,$73.27
HXL,Hexcel Corp.,0.017,3,$68.24,1.17,$71.70,$49.46,44.97,$75.34
ALV,Autoliv Inc.,0.017,3,$93.36,1.20,$82.56,$64.29,28.42,$95.45
SHEL,Shell plc,0.017,3,$57.54,1.18,$59.60,$42.86,39.06,$62.14
PTON,Peloton Interactive Inc.,0.017,2,$11.34,1.32,$7.30,$6.62,10.27,$17.83
DOCU,DocuSign Inc.,0.017,1,,1.30,$50.05,$39.57,26.48,$77.24
PDFS,PDF Solutions Inc.,0.017,1,,1.33,$43.61,$19.53,123.30,$45.46
TNC,Tennant Co.,0.017,1,,1.33,$79.40,$55.60,42.81,$82.07
FIBK,First Interstate Bancsystem Inc.,0.017,1,,1.28,$23.39,$21.03,11.22,$43.89
CTLP,Cantaloupe Inc.,0.017,1,,1.29,$7.72,$2.77,178.70,$7.80
TPR,Tapestry Inc.,0.016,2,$43.11,1.11,$42.91,$26.93,59.34,$46.82
CDNS,Cadence Design Systems,0.016,2,$209.97,1.21,$225.32,$138.76,62.38,$242.65
BIDU,Baidu Inc.,0.016,2,$35.08,1.07,$139.26,$73.58,89.26,$160.88
LUV,Southwest Airlines,0.016,1,,1.20,$33.95,$28.40,19.54,$41.32
JAZZ,Jazz Pharmaceuticals plc,0.016,1,,1.25,$124.80,$124.58,0.18,$163.31
GIII,G-III Apparel Group,0.016,1,,1.25,$19.37,$11.60,66.98,$25.23
RCI,Rogers Communications Inc.,0.016,1,,1.21,$44.42,$35.35,25.66,$49.57
KRNNF,Krones AG,0.016,1,,1.21,$123.00,$84.88,44.91,$123.00
CFLT,Confluent Inc.,0.016,1,,1.26,$33.09,$16.60,99.34,$37.51
RGLD,Royal Gold Inc.,0.016,1,,1.23,$114.06,$83.74,36.21,$147.82
HUSQF,Husqvarna AB,0.016,1,,1.22,$7.80,$5.60,39.29,$8.88
ADPT,Adaptive Biotechnologies Corp.,0.016,1,,1.25,$6.95,$5.96,16.61,$13.21
ACVA,ACV Auctions Inc.,0.016,1,,1.23,$17.15,$6.10,181.15,$18.59
SKFRY,SKF AB,0.016,1,,1.23,$17.55,$12.57,39.62,$20.76
VVV,Valvoline Inc.,0.016,1,,1.22,$36.07,$24.31,48.38,$39.67
HE,Hawaiian Electric Industries,0.016,1,,1.20,$36.12,$32.28,11.90,$42.91
WK,Workiva Inc.,0.016,1,,1.23,$100.74,$59.43,69.51,$106.99
WASH,Washington Trust Bancorp Inc.,0.016,1,,1.21,$26.88,$22.26,20.75,$53.77
FRPH,FRP Holdings Inc.,0.016,1,,1.25,$55.96,$52.45,6.69,$63.52
FYBR,Frontier Communications Parent Inc.,0.016,1,,1.24,$15.52,$14.50,7.03,$30.83
MTCH,Match Group Inc.,0.015,3,$38.39,1.09,$41.26,$30.73,34.27,$79.37
F,Ford Motor,0.015,3,$12.60,1.09,$14.02,$10.15,38.13,$16.12
LTHM,Livent Corp.,0.015,2,$21.72,1.10,$25.86,$18.26,41.62,$36.38
CTVA,Corteva Inc.,0.015,2,$60.31,1.17,$57.24,$49.43,15.80,$67.77
LBRDA,Liberty Broadband Corp. CL A,0.015,2,$82.12,0.97,$70.31,$68.15,3.17,$123.74
TPH,TRI Pointe Group,0.015,2,$25.32,1.12,$31.86,$14.59,118.37,$33.56
MATV,Mativ Holdings Inc.,0.015,1,,1.14,$14.75,$14.59,1.10,$27.86
ECPG,Encore Capital Group Inc.,0.015,1,,1.15,$46.87,$42.50,10.28,$72.73
PBR,Petroleo Brasileiro,0.015,1,,1.15,$14.10,$8.22,71.53,$15.00
CRWD,CrowdStrike Holdings Inc.,0.015,1,,1.12,$143.63,$92.25,55.70,$205.73
SBSI,Southside Bancshares Inc.,0.015,1,,1.19,$25.71,$25.58,0.51,$40.20
CZR,Caesars Entertainment,0.015,1,,1.12,$45.21,$31.31,44.39,$56.75
RUBSF,Rubis SCA,0.015,1,,1.12,$29.43,$20.95,40.48,$29.43
HLBZF,HeidelbergCement AG,0.015,1,,1.13,$79.25,$38.47,106.00,$79.49
COO,Cooper Companies,0.014,2,$373.35,1.03,$372.68,$244.19,52.62,$395.20
CCF,Chase Corp.,0.014,2,$104.74,0.72,$121.90,$74.22,64.24,$131.82
OMC,Omnicom Group,0.014,2,$94.24,0.98,$93.22,$59.22,57.41,$96.63
ROST,Ross Stores Inc.,0.014,2,$106.13,1.06,$108.67,$68.60,58.41,$122.05
KMB,Kimberly-Clark,0.014,2,$134.22,0.95,$136.91,$105.86,29.33,$146.58
IWM,iShares Russell 2000 ETF,0.014,2,$178.39,0.76,$180.37,$160.27,12.54,$198.19
ITUB,ita Unibanco Holding S.A.,0.014,1,,1.04,$5.94,$3.71,60.11,$6.08
CX,Cemex,0.014,1,,1.10,$6.91,$3.20,115.94,$7.35
PCGU,PG&E Units,0.014,1,,1.10,$146.46,$90.32,62.16,$152.94
DRVN,Driven Brands Holdings Inc.,0.014,1,,1.06,$25.83,$23.35,10.62,$35.45
NTDOF,Nintendo Co. Ltd,0.014,1,,1.05,$44.76,$37.25,20.16,$461.17
OSTK,Overstock.com Inc.,0.014,1,,1.09,$23.95,$17.05,40.47,$35.20
EVRI,Everi Holdings Inc.,0.014,1,,1.07,$14.10,$13.52,4.29,$21.11
ARKK,Ark Innovation ETF,0.014,1,,1.09,$42.16,$29.43,43.26,$53.86
AN,AutoNation Inc.,0.014,1,,1.04,$154.66,$94.92,62.94,$158.30
CWK,Cushman & Wakefield Plc,0.014,1,,1.06,$7.73,$7.16,7.96,$17.00
CCI,Crown Castle International Corp.,0.013,3,$133.84,0.52,$109.39,$107.62,1.64,$176.74
HLF,Herbalife Nutrition Ltd.,0.013,3,$16.10,0.56,$12.64,$11.14,13.46,$30.65
BATRA,Liberty Braves Group A,0.013,1,,1.03,$40.17,$24.60,63.29,$41.75
CRI,Carters Inc.,0.013,1,,0.97,$65.12,$60.66,7.35,$84.87
DAN,Dana Inc.,0.013,1,,0.98,$15.77,$10.89,44.81,$19.04
INCY,Incyte Corp.,0.013,1,,0.99,$62.43,$60.61,3.00,$86.29
ALG,Alamo Group Inc.,0.013,1,,1.00,$181.15,$110.52,63.91,$186.76
PFG,Principal Financial Group,0.013,1,,0.99,$72.39,$58.45,23.85,$92.88
SFIX,Stitch Fix Inc.,0.013,1,,1.03,$3.70,$2.63,40.68,$8.85
028260.KS,Samsung C&T Corp.,0.013,1,,1.02,,,,
BNS,Bank of Nova Scotia,0.013,1,,1.03,$47.99,$44.57,7.67,$61.80
HBB,Hamilton Beach Brands Hldg Co,0.013,1,,1.00,$10.04,$9.12,10.09,$14.64
ITW,Illinois Tool Works,0.013,1,,1.01,$242.21,$170.35,42.18,$251.98
XRAY,DENTSPLY SIRONA Inc.,0.013,1,,1.02,$38.43,$26.28,46.23,$43.24
COST,Costco Co.,0.012,5,$495.37,0.54,$524.36,$445.26,17.76,$560.41
CE,Celanese Corp.,0.012,3,$108.89,0.55,$109.47,$85.00,28.79,$126.75
ATHM,Autohome Inc.,0.012,3,$33.46,0.69,$28.82,$23.20,24.22,$40.10
GTX,Garrett Motion Inc.,0.012,3,$7.66,0.49,$7.37,$5.57,32.32,$8.68
EME,Emcor Group,0.012,2,$162.59,0.91,$175.58,$98.02,79.13,$179.26
WMB,Williams Cos.,0.012,2,$29.86,0.90,$30.60,$27.13,12.79,$34.00
DVA,DaVita HealthCare Partners,0.012,2,$81.11,0.90,$97.73,$65.28,49.71,$103.00
DCO,Ducommun Inc.,0.012,2,$54.71,0.92,$43.82,$38.89,12.68,$58.28
AGCO,AGCO Corp.,0.005,1,,0.39,$129.75,$84.23,54.04,$139.24
MDC,M.D.C. Hldgs,0.004,4,$38.87,0.26,$44.64,$25.93,72.16,$45.89
DT,Dynatrace Inc.,0.004,2,$42.30,0.26,$50.57,$31.54,60.34,$52.99
MPWR,Monolithic Power Systems,0.004,2,$500.62,0.29,$506.01,$300.41,68.44,$553.64
FWONA,Liberty Media Corp Formula One Series A,0.004,2,$67.50,0.24,$67.59,$45.01,50.17,$72.09
IEX,IDEX Corp.,0.004,2,$231.03,0.26,$203.00,$175.74,15.51,$244.85
TOST,Toast Inc.,0.004,2,$17.75,0.30,$21.55,$12.15,77.37,$26.04
WRB,W.R. Berkley Corp.,0.004,2,$62.26,0.24,$58.22,$55.50,4.90,$76.24
MMP,Magellan Midstream Partners LP,0.004,2,$54.26,0.16,$59.51,$41.40,43.74,$64.42
GHM,Graham Corp.,0.004,2,$13.08,0.27,$12.84,$6.51,97.24,$14.66
4182.T,Mitsubishi Gas Chemical Co. Inc.,0.004,1,,0.27,,,,
TX,Ternium S.A.,0.004,1,,0.28,$39.99,$24.17,65.45,$43.79
PAM,Pampa Energía S.A.,0.004,1,,0.29,$42.12,$18.71,125.12,$44.04
ADV,Advantage Solutions Inc.,0.004,1,,0.30,$2.25,$1.13,99.12,$4.64
RERE,AiHuiShou International Co. Ltd. ADS,0.004,1,,0.32,$2.86,$1.52,88.16,$3.55
HOMB,Home Bancshares Inc.,0.004,1,,0.32,$22.10,$19.60,12.76,$25.65
LSDAF,Lassonde Industries Inc.,0.004,1,,0.34,$85.92,$71.58,20.03,$94.73
GLPG,Galapagos NV SP ADR,0.004,1,,0.32,$40.94,$36.17,13.19,$58.04
ATUS,"Altice USA, Inc.",0.004,1,,0.29,$2.13,$2.01,5.97,$13.17
FSTR,LB Foster Co.,0.004,1,,0.30,$13.69,$9.00,52.11,$15.96
AGI,Alamos Gold Inc.,0.004,1,,0.34,$11.73,$6.31,85.90,$14.09
DWLD,Davis Select Worldwide ETF,0.004,1,,0.34,$27.91,$21.04,32.65,$29.07
TKAYF,Just Eat Takeaway.com NV,0.004,1,,0.32,$11.96,$11.96,0.00,$26.50
KTB,Kontoor Brands Inc.,0.004,1,$48.44,0.34,$40.41,$30.48,32.58,$52.74
RBC,RBC Bearings Inc.,0.004,1,,0.30,$209.14,$173.55,20.51,$264.94
DLLFF,Dali Foods Group Co. Ltd.,0.004,1,,0.33,$0.28,$0.28,0.00,$0.42
KVSC-OLD,Khosla Ventures Acquisition Co. III,0.004,1,,0.33,$10.20,$9.70,5.15,$10.16
GCI,Gannett Co.,0.004,1,,0.27,$2.10,$1.25,68.00,$3.24
GH,Guardant Health Inc.,0.004,1,,0.28,$35.52,$20.67,71.84,$62.75
BATL,Battalion Oil Corp.,0.004,1,,0.27,$5.77,$5.41,6.65,$14.81
RVLP,RVL Pharmaceuticals plc,0.004,1,,0.34,$0.71,$0.68,4.41,$2.99
EVI,EVI Industries Inc.,0.004,1,,0.28,$21.91,$7.25,202.21,$26.92
FDMT,4D Molecular Therapeutics Inc.,0.004,1,,0.32,$18.18,$6.58,176.29,$26.49
FLT,FleetCor Technologies Inc.,0.004,1,,0.32,$238.59,$161.69,47.56,$246.95
MCDIF,McDermott International Inc.,0.004,1,,0.28,$0.30,$0.20,50.00,$0.60
RYAN,Ryan Specialty Holdings Inc,0.004,1,,0.28,$43.14,$32.13,34.27,$46.40
FRSH,Freshworks Inc.,0.004,1,,0.33,$16.21,$11.47,41.33,$18.14
HGTY,Hagerty Inc.,0.004,1,,0.33,$9.47,$7.72,22.67,$13.58
NTLA,Intellia Therapeutics Inc.,0.004,1,,0.28,$40.98,$32.44,26.33,$76.45
GPS,Gap Inc.,0.004,1,,0.30,$8.69,$7.22,20.36,$15.26
VRRM,Verra Mobility Corp.,0.004,1,,0.27,$18.77,$12.76,47.10,$19.25
SG,Sweetgreen Inc   Class A,0.004,1,,0.33,$10.89,$6.10,78.52,$21.66
DISH,Dish Network Corp.,0.004,1,,0.28,$6.02,$5.91,1.86,$20.35
MED,Medifast Inc.,0.004,1,,0.29,$88.28,$77.67,13.66,$183.52
AN3.F,Alten SA,0.004,1,,0.32,,,,
BSX,Boston Scientific,0.004,1,,0.27,$53.98,$36.15,49.32,$54.75
NBR,Nabors Industries Ltd.,0.004,1,,0.33,$93.85,$83.05,13.00,$190.90
7988.T,Nifco Inc.,0.004,1,,0.34,,,,
GFTU.L,Grafton Group Plc,0.004,1,,0.33,,,,
GTACU,Global Technology Acquisitio,0.004,1,,0.32,$10.37,$9.42,10.08,$12.20
NHNKF,Nihon Kohden Corp.,0.004,1,,0.32,$21.54,$21.54,0.00,$21.70
CMAX,CareMax Inc.,0.004,1,,0.29,$3.41,$2.14,59.35,$8.47
DLVHF,Delivery Hero SE,0.004,1,,0.33,$37.30,$30.24,23.35,$60.65
4368.T,Fuso Chemical Co. Ltd.,0.004,1,,0.28,,,,
TW,Tradeweb Markets Inc.,0.004,1,,0.32,$69.39,$51.20,35.53,$79.77
BWC,Blue Whale Acquisition Cor A,0.004,1,,0.33,$10.15,$9.63,5.40,$10.25
NG,NovaGold Resources,0.004,1,,0.31,$4.59,$4.06,13.05,$6.98
SD,SandRidge Energy Inc.,0.004,1,,0.32,$13.51,$11.18,20.84,$20.33
BNTGF,Brenntag SE,0.004,1,,0.27,$78.10,$54.03,44.55,$82.45
BLCO,Bausch + Lomb Corp,0.004,1,,0.28,$19.35,$12.20,58.61,$19.97
VVR,Invesco Senior Income Trust,0.004,1,,0.34,$3.74,$3.23,15.79,$3.97
FAGR.BR,Fagron NV,0.004,1,,0.28,,,,
RKT,Rocket Companies Inc.,0.003,2,$9.06,0.22,$8.61,$5.97,44.22,$11.38
NUVB,Nuvation Bio Inc.,0.003,2,$1.66,0.20,$1.76,$1.52,15.79,$4.31
SBAC,SBA Communications Corp.,0.003,2,$261.01,0.25,$223.01,$215.11,3.67,$351.10
ROIC,Retail Opportunity Investments Corp.,0.003,2,$13.96,0.18,$12.93,$11.70,10.51,$17.81
CRDO,Credo Technology Group Holdi,0.003,2,$9.42,0.18,$17.44,$7.20,142.22,$19.46
PAYC,Paycom Software Inc.,0.003,2,$304.01,0.21,$306.07,$261.76,16.93,$402.24
WNC,Wabash National,0.003,2,$24.58,0.20,$26.56,$12.75,108.31,$29.99
ACA,Arcosa Inc.,0.003,2,$63.11,0.21,$71.55,$43.41,64.82,$76.29
RILY,B Riley Financial Inc.,0.003,2,$28.39,0.23,$41.94,$23.52,78.32,$53.13
JKHY,Jack Henry & Associates Inc.,0.003,2,$150.70,0.21,$162.80,$138.29,17.72,$209.37
6250.T,Yamabiko Corp.,0.003,1,,0.24,,,,
ESAB,ESAB Corp.,0.003,1,,0.26,$63.20,$32.06,97.13,$66.51
BTG,B2Gold Corp.,0.003,1,,0.24,$3.58,$2.72,31.62,$4.35
TFII,Tfi International Inc,0.003,1,,0.20,$105.67,$74.87,41.14,$128.55
USCB,USCB Financial Holdings Inc.,0.003,1,,0.20,$10.64,$8.56,24.30,$14.97
YPF,YPF S.A.,0.003,1,,0.21,$14.80,$2.82,424.82,$15.47
SMRT,SmartRent Inc.,0.003,1,,0.26,$3.35,$2.03,65.02,$5.92
VWE,Vintage Wine Estates Inc.,0.003,1,,0.21,$0.98,$0.96,2.08,$9.91
TGS,Transportadora de Gas Del Sur SA,0.003,1,,0.25,$13.20,$4.58,188.21,$14.06
ENOV,Enovis Corp.,0.003,1,,0.21,$59.85,$43.88,36.39,$66.71
WHGRF,WH Group Ltd,0.003,1,,0.22,$0.53,$0.51,3.92,$0.76
MEOH,Methanex Corp.,0.003,1,,0.26,$38.94,$28.36,37.31,$54.37
XJQCX,Nuveen Credit Strat Incm,0.003,1,,0.23,,,,
THG,Hanover Insurance Group,0.003,1,,0.23,$110.48,$109.98,0.45,$146.77
WAFD,Washington Federal Inc.,0.003,1,,0.21,$26.31,$23.46,12.15,$37.92
4401.T,ADEKA Corp.,0.003,1,,0.26,,,,
WEAV,Weave Communications Inc,0.003,1,,0.22,$9.11,$2.91,213.06,$9.11
THRM,Gentherm Inc.,0.003,1,,0.21,$55.35,$49.45,11.93,$76.13
MQ,Marqeta Inc.,0.003,1,,0.21,$4.87,$3.46,40.75,$11.28
GL,Globe Life Inc.,0.003,1,,0.22,$106.27,$94.61,12.32,$123.60
GLPI,Gaming and Leisure Properties Inc.,0.003,1,,0.26,$47.22,$41.10,14.89,$52.85
NAMS,Newamsterdam Pharma Co Nv,0.003,1,,0.25,$12.30,$7.52,63.56,$32.88
5122.T,Okamoto Industries Inc.,0.003,1,,0.20,,,,
BND,Vanguard Total Bond Market,0.003,1,,0.22,$72.82,$67.28,8.23,$74.83
1979.T,Taikisha Ltd,0.003,1,,0.24,,,,
NTRA,Natera Inc.,0.003,1,,0.20,$51.35,$34.00,51.03,$59.75
OCN,Ocwen Financial Corp.,0.003,1,,0.23,$28.26,$22.50,25.60,$37.17
CLX,Clorox Co.,0.002,3,$157.28,0.05,$156.12,$121.62,28.37,$178.21
WELL,Welltower Inc.,0.001,1,,0.09,$76.30,$55.11,38.45,$84.05
ASCA,A Spac I Acquisition Corp A,0.001,1,,0.04,$10.54,$9.55,10.37,$11.44
LEGH,Legacy Housing Corp.,0.001,1,,0.04,$22.27,$11.96,86.20,$23.33
AVAC-OLD,Avalon Acquisition Inc A,0.001,1,,0.05,$9.10,$8.50,7.06,$11.06
SAM,Boston Beer Company,0.001,1,,0.05,$312.80,$298.36,4.84,$422.75
CRIS,Curis Inc.,0.001,1,,0.08,$0.76,$0.47,61.70,$1.77
WTMA,Welsbach Technology Metals,0.001,1,,0.06,$10.57,$9.89,6.88,$10.57
JUN,Juniper II Corp Class A,0.001,1,,0.04,$10.35,$9.90,4.55,$10.78
NSRGF,Nestle Sa Reg,0.001,1,,0.05,$120.77,$102.00,18.40,$132.00
ASCB,A Spac Ii Acquisition Corp,0.001,1,,0.10,$10.53,$9.82,7.23,$10.58
KDP,Keurig Dr Pepper Inc.,0.001,1,,0.07,$31.18,$30.70,1.56,$40.62
CROX,Crocs Inc.,0.001,1,,0.11,$105.96,$46.08,129.95,$151.32
SPB,Spectrum Brands Holdings Inc.,0.001,1,,0.07,$74.54,$38.45,93.86,$83.94
YOTA,Yotta Acquisition Corp,0.001,1,,0.06,$10.42,$9.80,6.33,$10.47
HMAC,Hainan Manaslu Acquisition C,0.001,1,,0.06,$10.60,$9.94,6.64,$10.62
LMGIF,Lumine Group Inc.,0.001,1,,0.11,$13.27,$9.80,35.41,$15.82
SHO,Sunstone Hotel Investors Inc.,0.001,1,,0.05,$9.62,$8.56,12.38,$12.14
PFS,Provident Financial Services Inc.,0.001,1,,0.08,$16.50,$14.31,15.30,$24.69
DUET,Duet Acquisition Corp Cl A,0.001,1,,0.07,$10.51,$9.85,6.70,$10.65
MNST,Monster Beverage Corp.,0.001,1,$49.63,0.04,$59.10,$42.81,38.05,$60.47
ASH,Ashland Global Holdings Inc.,0.001,1,,0.04,$81.94,$81.85,0.11,$113.48
ARE,Alexandria RE Equities Inc.,0.001,1,,0.09,$109.03,$108.81,0.20,$170.95
CHGG,CHEGG Inc.,0.001,1,,0.09,$8.87,$8.72,1.72,$30.05
MANH,Manhattan Associates,0.001,1,,0.05,$187.95,$106.02,77.28,$194.80
PLAY,Dave & Buster's Ent. Inc.,0.001,1,,0.09,$42.66,$29.60,44.12,$47.29
MSSA,Metal Sky Star Acquisition C,0.001,1,,0.07,$10.70,$9.85,8.63,$11.00
CRESW,Cresud Inc. WTS,0.001,1,,0.04,$0.58,$0.12,383.33,$0.60
UDR,UDR Inc.,0.001,1,,0.06,$40.24,$36.42,10.49,$49.15
TXRH,Texas Roadhouse Inc-A,0.001,1,,0.09,$108.77,$70.53,54.22,$115.57
RFL,Rafael Holdings Inc.,0.001,1,,0.06,$2.09,$1.55,34.84,$2.74
SHAP,Spree Acquisition Corp 1 Ltd,0.001,1,,0.05,$10.63,$9.96,6.73,$11.23
MMS,MAXIMUS Inc.,0.001,1,,0.04,$83.55,$53.85,55.15,$86.73
ALBO-OLD,Albireo Pharma Inc.,0.001,1,,0.06,$44.15,$16.02,175.59,$45.23
DAWN,Day One Biopharmaceuticals Inc.,0.001,1,,0.10,$12.44,$10.84,14.76,$28.35
MOBV,Mobiv Acquisition Corp A,0.001,1,,0.04,$10.56,$9.96,6.02,$11.75
VTR,Ventas Inc.,0.001,1,,0.07,$44.46,$34.63,28.39,$52.61
SCU,Sculptor Capital Management,0.001,1,,0.04,$8.68,$7.56,14.81,$11.05
FCG,First Trust Natural Gas ETF,0.001,1,,0.07,$22.26,$18.84,18.15,$27.83
LSI,Life Storage Inc.,0.001,1,,0.05,$126.65,$92.15,37.44,$145.44
ALSA,Alpha Star Acquisition Corp,0.001,1,,0.06,$10.70,$9.93,7.75,$10.72
PEYUF,Peyto Exploration & Development Corp.,0.001,1,,0.07,$8.07,$7.05,14.47,$11.50
TUP,Tupperware Brands Corp.,0.001,1,,0.05,$0.81,$0.66,22.73,$12.86
EFT,Eaton Vance Floating-Rate Inc Trust,0.001,1,,0.07,$11.39,$10.13,12.44,$12.11
CAR,Avis Budget Group Inc.,0.001,1,,0.09,$223.71,$131.83,69.70,$251.26
900925.SS,Shanghai Mechanical & Elect. Ind.,0.001,1,,0.09,,,,
RPM,RPM International Inc.,0.001,1,,0.06,$82.13,$75.86,8.27,$105.44
MCAC,Monterey Capital Acquisiti A,0.001,1,,0.11,$10.43,$9.80,6.43,$10.44
ATMC,Alphatime Acquisition Corp,0.001,1,,0.04,$10.37,$10.05,3.18,$11.48
BRD,Beard Energy Transition Ac A,0.001,1,,0.04,$10.48,$9.89,5.97,$10.71
RSVR,Reservoir Media Inc.,0.001,1,,0.05,$6.04,$4.42,36.65,$7.91
XEFRX,Eaton Vance Sr Fltg Rate Tr,0.001,1,,0.05,,,,
TME,Tencent Music Entertainment Grp,0.001,1,,0.07,$7.45,$3.14,137.26,$9.29
VFC,V.F. Corp.,0.001,1,$58.97,0.07,$18.23,$16.52,10.35,$45.90
TRVI,Trevi Therapeutics Inc.,0.001,1,,0.04,$2.75,$1.43,92.31,$4.68
CLIN,Clean Earth Acquisitions  A,0.001,1,,0.04,$10.43,$9.80,6.43,$11.36
RFAC,Rf Acquisition Corp   Cl A,0.001,1,,0.06,$10.48,$9.83,6.61,$10.91
RWOD,Redwoods Acquisition Corp,0.001,1,,0.06,$10.46,$9.86,6.09,$11.23
TDOC,Teladoc Health Inc.,0.001,1,,0.04,$23.74,$21.60,9.91,$44.66
HNRA,HNR Acquisition Corp.,0.001,1,,0.06,$10.70,$9.96,7.43,$11.94
SDY,SPDR S&P  Dividend ETF,0.001,1,,0.07,$119.28,$107.70,10.75,$130.00
SNBR,Sleep Number Corp.,0.001,1,,0.04,$22.41,$17.50,28.06,$50.61
REXR,Rexford Industrial Realty Inc.,0.001,1,,0.10,$50.24,$48.13,4.38,$67.42
CABJF,Carlsberg A/S,0.001,1,,0.05,$156.75,$113.00,38.72,$170.17
NOAH,Noah Holdings Ltd,0.001,1,,0.09,$14.44,$11.78,22.58,$21.98
ACAX,Alset Capital Acquisiti Cl A,0.001,1,,0.10,$10.90,$9.83,10.89,$10.90
TRU,TransUnion,0.001,1,,0.08,$74.21,$50.08,48.18,$89.53
RRAC,Rigel Resource Acquisit Cl A,0.001,1,,0.05,$10.69,$9.93,7.65,$11.10
CZOO,Cazoo Group Ltd,0.001,1,,0.04,$1.26,$1.16,8.62,$35.80
LRLCF,L'Oreal SA,0.001,1,,0.04,$448.75,$292.38,53.48,$490.75
DK,Delek US Holdings Inc. ,0.001,1,,0.05,$23.12,$19.19,20.48,$34.77
COYA,Coya Therapeutics Inc,0.001,1,,0.08,$4.76,$3.69,29.00,$8.00
TLIS,Talis Biomedical Corp.,0.001,1,,0.06,$0.47,$0.42,11.90,$1.20
FHN,First Horizon Corp.,0.001,1,,0.11,$11.00,$8.87,24.01,$24.34
AEE,Ameren Corp.,0.001,1,,0.10,$80.83,$71.69,12.75,$95.41
HSPO,Horizon Space Acquisition I,0.001,1,,0.04,$10.37,$10.10,2.67,$10.84
SPYX,SPDR S&P  500 Fossil Fuel Res,0.001,1,,0.05,$35.40,$27.98,26.52,$36.31
